Order ID,Order Date,Customer Name,Country,State,City,Region,Segment,Ship Mode,Category,Sub-Category,Product Name,Discount,Sales,Profit,Quantity,Feedback?
BN-2013-6003171,2013-06-04,Kaitlyn Dorsch,Sweden,Vastra Gotaland,Gothenburg,North,Corporate,Economy,Technology,Accessories,"Enermax Memory Card, Erganomic",0.5,224,-14,4,FALSE
BN-2013-6003171,2013-06-04,Kaitlyn Dorsch,Sweden,Vastra Gotaland,Gothenburg,North,Corporate,Economy,Technology,Phones,"Motorola Office Telephone, VoIP",0.5,108,-13,3,TRUE
BN-2013-2755077,2013-06-04,George To Rot,Spain,Castile and Leon,Valladolid,South,Corporate,Economy Plus,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",0,50,1,1,TRUE
BN-2013-2755077,2013-06-04,George To Rot,Spain,Castile and Leon,Valladolid,South,Corporate,Economy Plus,Office Supplies,Paper,"Xerox Note Cards, Multicolor",0,83,21,3,TRUE
BN-2013-2755077,2013-06-04,George To Rot,Spain,Castile and Leon,Valladolid,South,Corporate,Economy Plus,Office Supplies,Storage,"Rogers Shelving, Single Width",0.1,448,-10,8,TRUE
BN-2013-2755077,2013-06-04,George To Rot,Spain,Castile and Leon,Valladolid,South,Corporate,Economy Plus,Technology,Phones,"Samsung Smart Phone, VoIP",0.1,5726,-445,10,TRUE
BN-2013-48132,2013-06-06,Evan Allen,Spain,Andalusia,Seville,South,Corporate,Economy,Furniture,Chairs,"Hon Executive Leather Armchair, Red",0.2,735,-184,2,FALSE
AZ-2013-9231004,2013-06-07,Timothy Jimenez,United Kingdom,England,Norwich,North,Consumer,Economy Plus,Office Supplies,Binders,"Ibico Binder, Clear",0,45,4,3,FALSE
AZ-2013-7749449,2013-06-07,Anna Moreton,Spain,Castile-La Mancha,Toledo,South,Corporate,Economy,Office Supplies,Paper,"Enermax Note Cards, Multicolor",0,98,21,3,FALSE
AZ-2013-8617478,2013-06-10,Evie Flockhart,United Kingdom,Scotland,Edinburgh,North,Consumer,Economy Plus,Furniture,Chairs,"Novimex Chairmat, Red",0,225,68,4,FALSE
AZ-2013-8617478,2013-06-10,Evie Flockhart,United Kingdom,Scotland,Edinburgh,North,Consumer,Economy Plus,Office Supplies,Labels,"Avery Legal Exhibit Labels, Laser Printer Compatible",0,11,2,1,FALSE
AZ-2013-8057502,2013-06-10,Robert Neil,United Kingdom,England,Manchester,North,Consumer,Economy,Technology,Copiers,"Hewlett Copy Machine, Laser",0,1580,32,6,TRUE
AZ-2013-3367178,2013-06-10,Ramona Hohl,Spain,Madrid,Madrid,South,Consumer,Priority,Office Supplies,Art,"Sanford Markers, Water Color",0,370,33,14,FALSE
BN-2013-9375572,2013-06-10,Melody Nelson,Portugal,Lisboa,Lisbon,South,Corporate,Economy,Office Supplies,Appliances,"Hoover Stove, White",0.5,3400,-3060,12,FALSE
AZ-2013-3156209,2013-06-11,Edward Dolling,United Kingdom,England,Barnsley,North,Consumer,Economy,Furniture,Furnishings,"Deflect-O Frame, Black",0.3,231,46,3,FALSE
AZ-2013-3156209,2013-06-11,Edward Dolling,United Kingdom,England,Barnsley,North,Consumer,Economy,Office Supplies,Art,"Binney & Smith Markers, Fluorescent",0,127,34,5,TRUE
AZ-2013-3156209,2013-06-11,Edward Dolling,United Kingdom,England,Barnsley,North,Consumer,Economy,Office Supplies,Binders,"Acco Hole Reinforcements, Clear",0,12,0,2,FALSE
AZ-2013-3156209,2013-06-11,Edward Dolling,United Kingdom,England,Barnsley,North,Consumer,Economy,Office Supplies,Paper,"Green Bar Parchment Paper, 8.5 x 11",0,104,43,5,TRUE
AZ-2013-360970,2013-06-11,Dylan O'Halloran,Spain,Andalusia,Seville,South,Home Office,Priority,Office Supplies,Labels,"Harbour Creations File Folder Labels, Laser Printer Compatible",0,70,22,8,FALSE
BN-2013-2153787,2013-06-12,Ruby Nicholls,Sweden,Stockholm,Huddinge,North,Corporate,Priority,Furniture,Furnishings,"Advantus Light Bulb, Black",0.6,72,-24,9,TRUE
BN-2013-2153787,2013-06-12,Ruby Nicholls,Sweden,Stockholm,Huddinge,North,Corporate,Priority,Office Supplies,Labels,"Harbour Creations Color Coded Labels, 5000 Label Set",0.5,20,-1,3,TRUE
AZ-2013-3483098,2013-06-13,Minnie Cash,United Kingdom,England,Wolverhampton,North,Corporate,Economy,Furniture,Chairs,"Harbour Creations Chairmat, Black",0,278,58,4,FALSE
AZ-2013-3483098,2013-06-13,Minnie Cash,United Kingdom,England,Wolverhampton,North,Corporate,Economy,Office Supplies,Envelopes,"Cameo Peel and Seal, with clear poly window",0,74,32,3,FALSE
AZ-2013-3483098,2013-06-13,Minnie Cash,United Kingdom,England,Wolverhampton,North,Corporate,Economy,Technology,Phones,"Cisco Signal Booster, Full Size",0,153,5,1,FALSE
AZ-2013-2678161,2013-06-13,Toby Patterson,United Kingdom,England,Kettering,North,Home Office,Priority,Office Supplies,Binders,"Avery Index Tab, Durable",0,33,9,5,TRUE
AZ-2013-2678161,2013-06-13,Toby Patterson,United Kingdom,England,Kettering,North,Home Office,Priority,Office Supplies,Supplies,"Fiskars Scissors, High Speed",0,116,56,5,TRUE
AZ-2013-9545933,2013-06-13,Julian Mack,United Kingdom,England,Bournemouth,North,Consumer,Economy,Office Supplies,Art,"Sanford Pens, Easy-Erase",0,34,8,3,TRUE
AZ-2013-7710840,2013-06-13,Robert Neil,Spain,Balearic Islands,Palma de Mallorca,South,Consumer,Economy Plus,Office Supplies,Art,"Binney & Smith Pens, Water Color",0,30,11,2,FALSE
AZ-2013-7710840,2013-06-13,Robert Neil,Spain,Balearic Islands,Palma de Mallorca,South,Consumer,Economy Plus,Office Supplies,Binders,"Avery Binder Covers, Clear",0,11,2,1,TRUE
AZ-2013-3088636,2013-06-13,Jay Andrews,Spain,Madrid,Madrid,South,Consumer,Immediate,Office Supplies,Art,"Binney & Smith Highlighters, Fluorescent",0,36,3,2,FALSE
AZ-2013-5637964,2013-06-14,Cynthia Zielinski,Spain,Madrid,Madrid,South,Home Office,Economy,Office Supplies,Binders,"Acco Binder Covers, Durable",0,44,20,3,TRUE
AZ-2013-5637964,2013-06-14,Cynthia Zielinski,Spain,Madrid,Madrid,South,Home Office,Economy,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Economy",0,84,28,3,TRUE
AZ-2013-5637964,2013-06-14,Cynthia Zielinski,Spain,Madrid,Madrid,South,Home Office,Economy,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Economy",0,84,28,3,TRUE
AZ-2013-5637964,2013-06-14,Cynthia Zielinski,Spain,Madrid,Madrid,South,Home Office,Economy,Technology,Accessories,"Enermax Router, Programmable",0,2079,852,8,FALSE
AZ-2013-5637964,2013-06-14,Cynthia Zielinski,Spain,Madrid,Madrid,South,Home Office,Economy,Technology,Copiers,"Hewlett Wireless Fax, Laser",0,760,236,2,TRUE
AZ-2013-1146430,2013-06-15,Kristina Moore,United Kingdom,England,London,North,Corporate,Economy,Office Supplies,Art,"Binney & Smith Sketch Pad, Water Color",0.1,178,45,4,TRUE
AZ-2013-1146430,2013-06-15,Kristina Moore,United Kingdom,England,London,North,Corporate,Economy,Technology,Machines,"Epson Card Printer, Durable",0.1,1071,286,7,TRUE
AZ-2013-1146430,2013-06-15,Kristina Moore,United Kingdom,England,London,North,Corporate,Economy,Technology,Machines,"Okidata Calculator, White",0.1,137,-12,3,TRUE
AZ-2013-7006119,2013-06-17,Lily Tyler,United Kingdom,England,Leeds,North,Home Office,Economy Plus,Office Supplies,Art,"Stanley Sketch Pad, Fluorescent",0,91,15,2,TRUE
AZ-2013-7006119,2013-06-17,Lily Tyler,United Kingdom,England,Leeds,North,Home Office,Economy Plus,Technology,Copiers,"HP Fax Machine, Laser",0,1200,480,4,TRUE
BN-2013-4285479,2013-06-17,Everett Dunbar,Spain,Andalusia,Granada,South,Corporate,Economy,Office Supplies,Storage,"Fellowes Box, Single Width",0.1,53,-2,3,TRUE
BN-2013-4285479,2013-06-17,Everett Dunbar,Spain,Andalusia,Granada,South,Corporate,Economy,Technology,Copiers,"Sharp Personal Copier, Digital",0,598,299,5,FALSE
AZ-2013-8367272,2013-06-18,Anthony Stewart,Spain,Catalonia,Girona,South,Home Office,Economy,Technology,Accessories,"Belkin Memory Card, Programmable",0,582,174,5,FALSE
AZ-2013-4874809,2013-06-19,Ella Dwyer-Gray,United Kingdom,England,Leeds,North,Consumer,Economy,Furniture,Tables,"Chromcraft Conference Table, with Bottom Storage",0,873,61,1,TRUE
AZ-2013-4874809,2013-06-19,Ella Dwyer-Gray,United Kingdom,England,Leeds,North,Consumer,Economy,Office Supplies,Art,"Stanley Pens, Blue",0,40,20,4,FALSE
AZ-2013-4874809,2013-06-19,Ella Dwyer-Gray,United Kingdom,England,Leeds,North,Consumer,Economy,Office Supplies,Binders,"Cardinal Binder Covers, Economy",0,48,2,4,FALSE
AZ-2013-4627833,2013-06-21,Henry Pedder,United Kingdom,Scotland,Edinburgh,North,Consumer,Economy,Furniture,Bookcases,"Sauder Library with Doors, Pine",0,778,62,2,TRUE
AZ-2013-4627833,2013-06-21,Henry Pedder,United Kingdom,Scotland,Edinburgh,North,Consumer,Economy,Furniture,Tables,"Lesro Round Table, Rectangular",0,899,396,2,FALSE
AZ-2013-4627833,2013-06-21,Henry Pedder,United Kingdom,Scotland,Edinburgh,North,Consumer,Economy,Office Supplies,Binders,"Cardinal Index Tab, Clear",0,27,11,4,TRUE
AZ-2013-649774,2013-06-21,Audrey Emanuel,United Kingdom,England,Letchworth,North,Consumer,Economy,Furniture,Bookcases,"Dania Floating Shelf Set, Metal",0,506,192,3,FALSE
AZ-2013-649774,2013-06-21,Audrey Emanuel,United Kingdom,England,Letchworth,North,Consumer,Economy,Office Supplies,Binders,"Acco Index Tab, Clear",0,8,3,1,FALSE
AZ-2013-649774,2013-06-21,Audrey Emanuel,United Kingdom,England,Letchworth,North,Consumer,Economy,Technology,Machines,"Epson Receipt Printer, Red",0,228,114,2,TRUE
AZ-2013-1568579,2013-06-23,Alannah Langridge,United Kingdom,England,London,North,Consumer,Priority,Office Supplies,Storage,"Fellowes Box, Wire Frame",0.1,51,20,3,TRUE
AZ-2013-1568579,2013-06-23,Alannah Langridge,United Kingdom,England,London,North,Consumer,Priority,Technology,Copiers,"Brother Fax and Copier, High-Speed",0.1,1536,171,9,FALSE
BN-2013-1963418,2013-06-24,Mike Langer,United Kingdom,England,Blackpool,North,Corporate,Economy,Office Supplies,Binders,"Ibico Hole Reinforcements, Clear",0,6,2,1,FALSE
BN-2013-1963418,2013-06-24,Mike Langer,United Kingdom,England,Blackpool,North,Corporate,Economy,Office Supplies,Labels,"Hon Shipping Labels, Alphabetical",0,22,10,2,TRUE
AZ-2013-2526896,2013-06-24,Abby Mei,Switzerland,Lucerne,Lucerne,Central,Corporate,Economy,Furniture,Furnishings,"Rubbermaid Clock, Duo Pack",0,251,40,5,TRUE
AZ-2013-2526896,2013-06-24,Abby Mei,Switzerland,Lucerne,Lucerne,Central,Corporate,Economy,Office Supplies,Paper,"Enermax Computer Printout Paper, Multicolor",0,149,4,5,FALSE
AZ-2013-2526896,2013-06-24,Abby Mei,Switzerland,Lucerne,Lucerne,Central,Corporate,Economy,Office Supplies,Storage,"Tenex File Cart, Single Width",0,269,126,2,TRUE
AZ-2013-2526896,2013-06-24,Abby Mei,Switzerland,Lucerne,Lucerne,Central,Corporate,Economy,Technology,Copiers,"Hewlett Wireless Fax, Laser",0,3422,1061,9,TRUE
AZ-2013-9485550,2013-06-26,Dominic Elliott,United Kingdom,England,Reading,North,Consumer,Immediate,Furniture,Furnishings,"Rubbermaid Clock, Durable",0.3,99,8,3,TRUE
AZ-2013-9485550,2013-06-26,Dominic Elliott,United Kingdom,England,Reading,North,Consumer,Immediate,Office Supplies,Appliances,"Cuisinart Microwave, Black",0,278,14,1,FALSE
AZ-2013-866971,2013-06-27,Eloise Sykes,Spain,Madrid,Madrid,South,Consumer,Immediate,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",0,2476,1015,6,FALSE
AZ-2013-866971,2013-06-27,Eloise Sykes,Spain,Madrid,Madrid,South,Consumer,Immediate,Office Supplies,Art,"Boston Pens, Easy-Erase",0,58,19,4,TRUE
AZ-2013-906289,2013-06-27,Lewis Greenwood,United Kingdom,England,Walsall,North,Consumer,Economy,Technology,Machines,"StarTech Card Printer, Red",0,321,35,2,TRUE
BN-2013-6886875,2013-06-28,Xavier Burford,United Kingdom,England,Birmingham,North,Corporate,Priority,Office Supplies,Envelopes,"GlobeWeis Clasp Envelope, Recycled",0.5,22,-11,5,FALSE
BN-2013-6886875,2013-06-28,Xavier Burford,United Kingdom,England,Birmingham,North,Corporate,Priority,Office Supplies,Storage,"Eldon Lockers, Wire Frame",0.5,197,-118,2,TRUE
AZ-2013-5248239,2013-06-28,Darcy St George,United Kingdom,Wales,Swansea,North,Corporate,Economy,Office Supplies,Appliances,"Breville Microwave, Red",0,905,81,3,FALSE
AZ-2013-5248239,2013-06-28,Darcy St George,United Kingdom,Wales,Swansea,North,Corporate,Economy,Office Supplies,Art,"Boston Pencil Sharpener, Easy-Erase",0,91,14,3,TRUE
AZ-2013-5248239,2013-06-28,Darcy St George,United Kingdom,Wales,Swansea,North,Corporate,Economy,Office Supplies,Art,"Boston Sketch Pad, Blue",0,194,84,4,TRUE
AZ-2013-5248239,2013-06-28,Darcy St George,United Kingdom,Wales,Swansea,North,Corporate,Economy,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",0,116,13,4,TRUE
AZ-2013-5248239,2013-06-28,Darcy St George,United Kingdom,Wales,Swansea,North,Corporate,Economy,Office Supplies,Envelopes,"Jiffy Manila Envelope, Security-Tint",0,57,28,2,FALSE
AZ-2013-5248239,2013-06-28,Darcy St George,United Kingdom,Wales,Swansea,North,Corporate,Economy,Technology,Phones,"Cisco Smart Phone, Cordless",0,1954,782,3,FALSE
AZ-2013-5548332,2013-06-29,Michael Myers,Spain,Madrid,Madrid,South,Home Office,Economy,Furniture,Furnishings,"Tenex Frame, Erganomic",0,326,107,3,TRUE
AZ-2013-5548332,2013-06-29,Michael Myers,Spain,Madrid,Madrid,South,Home Office,Economy,Office Supplies,Fasteners,"Advantus Thumb Tacks, Assorted Sizes",0,44,7,4,TRUE
AZ-2013-7137093,2013-07-02,Daisy Summers,United Kingdom,England,London,North,Corporate,Economy,Office Supplies,Art,"Binney & Smith Pens, Blue",0.1,86,31,8,FALSE
AZ-2013-7137093,2013-07-02,Daisy Summers,United Kingdom,England,London,North,Corporate,Economy,Technology,Accessories,"Logitech Router, Programmable",0.1,672,194,3,TRUE
AZ-2013-6875037,2013-07-03,Karon Shah,Spain,Madrid,Madrid,South,Corporate,Economy,Office Supplies,Art,"BIC Pencil Sharpener, Easy-Erase",0,88,4,3,FALSE
AZ-2013-6875037,2013-07-03,Karon Shah,Spain,Madrid,Madrid,South,Corporate,Economy,Office Supplies,Paper,"Eaton Memo Slips, 8.5 x 11",0,18,5,1,FALSE
AZ-2013-2185600,2013-07-04,Robert Duffy,Spain,Catalonia,Barcelona,South,Home Office,Economy Plus,Technology,Copiers,"Sharp Fax Machine, Laser",0,2070,186,7,TRUE
AZ-2013-7036951,2013-07-09,Anna Church,Spain,Galicia,Pontevedra,South,Consumer,Economy,Furniture,Furnishings,"Advantus Door Stop, Duo Pack",0,180,11,4,FALSE
AZ-2013-6796534,2013-07-11,Mariam McMeckan,United Kingdom,Scotland,Edinburgh,North,Corporate,Priority,Technology,Copiers,"Canon Copy Machine, Color",0,264,66,1,TRUE
AZ-2013-8019814,2013-07-11,Holly Black,United Kingdom,England,Dudley,North,Home Office,Economy,Technology,Phones,"Motorola Signal Booster, with Caller ID",0,286,114,2,FALSE
AZ-2013-7058808,2013-07-13,Julie Ochoa,Spain,Basque Country,Irun,South,Corporate,Economy,Furniture,Furnishings,"Advantus Clock, Duo Pack",0,51,6,1,FALSE
BN-2013-4141546,2013-07-15,Rory Jess,Spain,Valenciana,Elx,South,Home Office,Immediate,Furniture,Furnishings,"Advantus Clock, Black",0,154,45,3,FALSE
BN-2013-4141546,2013-07-15,Rory Jess,Spain,Valenciana,Elx,South,Home Office,Immediate,Office Supplies,Storage,"Tenex File Cart, Single Width",0.1,1333,548,11,TRUE
BN-2013-4141546,2013-07-15,Rory Jess,Spain,Valenciana,Elx,South,Home Office,Immediate,Technology,Phones,"Nokia Speaker Phone, VoIP",0.1,1331,-104,12,FALSE
AZ-2013-6085287,2013-07-15,Jay Andrews,United Kingdom,Scotland,Glasgow,North,Consumer,Priority,Office Supplies,Art,"Sanford Canvas, Fluorescent",0,52,19,1,FALSE
AZ-2013-6085287,2013-07-15,Jay Andrews,United Kingdom,Scotland,Glasgow,North,Consumer,Priority,Office Supplies,Supplies,"Fiskars Letter Opener, Steel",0,49,9,2,FALSE
AZ-2013-7982799,2013-07-17,Ngoc Orozco,Spain,Madrid,Madrid,South,Home Office,Priority,Furniture,Tables,"Chromcraft Coffee Table, Fully Assembled",0.6,215,-247,2,FALSE
AZ-2013-7982799,2013-07-17,Ngoc Orozco,Spain,Madrid,Madrid,South,Home Office,Priority,Office Supplies,Art,"Binney & Smith Markers, Water Color",0,191,32,7,TRUE
AZ-2013-3881285,2013-07-18,Robert Neil,United Kingdom,Scotland,Edinburgh,North,Consumer,Priority,Office Supplies,Fasteners,"Advantus Push Pins, Assorted Sizes",0,48,9,4,TRUE
AZ-2013-8859377,2013-07-22,Imogen Steele,Spain,Valenciana,Valencia,South,Corporate,Economy Plus,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes",0,14,7,1,FALSE
AZ-2013-8859377,2013-07-22,Imogen Steele,Spain,Valenciana,Valencia,South,Corporate,Economy Plus,Office Supplies,Storage,"Fellowes Shelving, Industrial",0.1,420,159,8,TRUE
BN-2013-2413609,2013-07-24,Nicole Howard,Switzerland,Zurich,Zurich,Central,Consumer,Economy,Office Supplies,Art,"Sanford Sketch Pad, Blue",0,318,9,7,FALSE
AZ-2013-6514134,2013-07-24,Tia Metcalfe,United Kingdom,England,Warrington,North,Consumer,Economy,Office Supplies,Art,"BIC Canvas, Fluorescent",0,275,96,5,FALSE
AZ-2013-6514134,2013-07-24,Tia Metcalfe,United Kingdom,England,Warrington,North,Consumer,Economy,Office Supplies,Labels,"Avery File Folder Labels, Laser Printer Compatible",0,18,8,2,FALSE
AZ-2013-5794364,2013-07-25,Richard Poole,United Kingdom,England,Kingswood,North,Home Office,Immediate,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Security-Tint",0,349,35,7,TRUE
AZ-2013-5949310,2013-07-25,Jade Daniels,Spain,Andalusia,Seville,South,Corporate,Economy Plus,Office Supplies,Binders,"Acco Binding Machine, Recycled",0,154,39,3,TRUE
AZ-2013-5949310,2013-07-25,Jade Daniels,Spain,Andalusia,Seville,South,Corporate,Economy Plus,Technology,Phones,"Apple Headset, VoIP",0.1,66,3,1,FALSE
AZ-2013-5949310,2013-07-25,Jade Daniels,Spain,Andalusia,Seville,South,Corporate,Economy Plus,Technology,Phones,"Apple Office Telephone, Full Size",0.1,180,68,3,TRUE
AZ-2013-6541057,2013-07-26,Evan Allen,United Kingdom,England,Leicester,North,Corporate,Economy Plus,Office Supplies,Storage,"Rogers Shelving, Industrial",0,63,19,1,FALSE
AZ-2013-6541057,2013-07-26,Evan Allen,United Kingdom,England,Leicester,North,Corporate,Economy Plus,Technology,Machines,"Panasonic Calculator, Durable",0,202,28,4,FALSE
AZ-2013-4148381,2013-07-31,Spencer Hull,United Kingdom,England,Stockport,North,Consumer,Priority,Office Supplies,Fasteners,"Advantus Thumb Tacks, Metal",0,41,8,3,FALSE
AZ-2013-5656522,2013-08-01,Makayla Elphinstone,United Kingdom,England,Cambridge,North,Consumer,Economy,Furniture,Bookcases,"Sauder Corner Shelving, Traditional",0,442,31,3,FALSE
AZ-2013-5656522,2013-08-01,Makayla Elphinstone,United Kingdom,England,Cambridge,North,Consumer,Economy,Office Supplies,Binders,"Cardinal Binder Covers, Clear",0,57,15,5,FALSE
AZ-2013-5656522,2013-08-01,Makayla Elphinstone,United Kingdom,England,Cambridge,North,Consumer,Economy,Technology,Accessories,"Belkin Numeric Keypad, USB",0,389,58,7,FALSE
AZ-2013-5656522,2013-08-01,Makayla Elphinstone,United Kingdom,England,Cambridge,North,Consumer,Economy,Technology,Machines,"Epson Card Printer, Red",0,1003,451,6,TRUE
BN-2013-8203726,2013-08-02,Jordan Peacock,United Kingdom,England,Birmingham,North,Corporate,Economy,Office Supplies,Supplies,"Kleencut Box Cutter, Serrated",0.5,31,-18,2,FALSE
AZ-2013-5670267,2013-08-05,Charles Builder,Spain,Andalusia,Seville,South,Consumer,Priority,Office Supplies,Envelopes,"Cameo Manila Envelope, Recycled",0,129,55,5,TRUE
BN-2013-8115911,2013-08-05,Stella Hellyer,Spain,Andalusia,Jerez de la Frontera,South,Consumer,Economy,Furniture,Chairs,"SAFCO Executive Leather Armchair, Adjustable",0.2,1485,-241,4,TRUE
BN-2013-7296416,2013-08-05,Archie Springfield,United Kingdom,England,Sheffield,North,Home Office,Economy,Office Supplies,Art,"Boston Canvas, Fluorescent",0.5,220,-141,8,TRUE
BN-2013-7296416,2013-08-05,Archie Springfield,United Kingdom,England,Sheffield,North,Home Office,Economy,Office Supplies,Fasteners,"OIC Thumb Tacks, Assorted Sizes",0.5,40,-8,7,FALSE
BN-2013-7296416,2013-08-05,Archie Springfield,United Kingdom,England,Sheffield,North,Home Office,Economy,Office Supplies,Storage,"Smead Box, Industrial",0.5,11,-9,2,FALSE
AZ-2013-6748917,2013-08-05,Kai Wicks,Spain,Castile and Leon,Valladolid,South,Corporate,Economy,Office Supplies,Binders,"Avery Binder, Clear",0,12,1,1,FALSE
AZ-2013-6748917,2013-08-05,Kai Wicks,Spain,Castile and Leon,Valladolid,South,Corporate,Economy,Office Supplies,Fasteners,"Advantus Paper Clips, Assorted Sizes",0,114,17,10,FALSE
BN-2013-7296416,2013-08-05,Archie Springfield,United Kingdom,England,Sheffield,North,Home Office,Economy,Technology,Accessories,"Belkin Mouse, Programmable",0.5,21,-14,1,FALSE
AZ-2013-5998072,2013-08-06,Eva Arnold,United Kingdom,England,Sheffield,North,Consumer,Priority,Furniture,Furnishings,"Eldon Light Bulb, Durable",0.8,22,-41,5,FALSE
AZ-2013-5998072,2013-08-06,Eva Arnold,United Kingdom,England,Sheffield,North,Consumer,Priority,Office Supplies,Binders,"Avery Binder, Durable",0.5,14,-13,2,TRUE
AZ-2013-3148222,2013-08-06,Michael Watkins,Spain,Catalonia,Barcelona,South,Home Office,Economy,Office Supplies,Envelopes,"Ames Clasp Envelope, with clear poly window",0,32,4,3,FALSE
AZ-2013-3148222,2013-08-06,Michael Watkins,Spain,Catalonia,Barcelona,South,Home Office,Economy,Office Supplies,Fasteners,"Accos Push Pins, Assorted Sizes",0,36,1,3,FALSE
AZ-2013-3148222,2013-08-06,Michael Watkins,Spain,Catalonia,Barcelona,South,Home Office,Economy,Office Supplies,Storage,"Rogers Folders, Single Width",0.1,111,-3,4,FALSE
AZ-2013-9330718,2013-08-07,Holly Black,United Kingdom,England,Liverpool,North,Home Office,Economy,Technology,Phones,"Cisco Speaker Phone, with Caller ID",0,415,17,3,TRUE
AZ-2013-4640958,2013-08-08,Walter Coley,United Kingdom,England,Eastbourne,North,Consumer,Economy Plus,Office Supplies,Labels,"Harbour Creations File Folder Labels, 5000 Label Set",0,36,8,4,TRUE
AZ-2013-4640958,2013-08-08,Walter Coley,United Kingdom,England,Eastbourne,North,Consumer,Economy Plus,Office Supplies,Storage,"Eldon Shelving, Blue",0,291,78,6,FALSE
AZ-2013-6702716,2013-08-09,Clifford Defreitas,United Kingdom,England,London,North,Corporate,Priority,Office Supplies,Binders,"Ibico Hole Reinforcements, Economy",0.1,19,8,3,TRUE
AZ-2013-6702716,2013-08-09,Clifford Defreitas,United Kingdom,England,London,North,Corporate,Priority,Office Supplies,Envelopes,"Ames Business Envelopes, Security-Tint",0.1,40,10,3,TRUE
AZ-2013-28182,2013-08-09,Kiara Allen,Spain,Madrid,Coslada,South,Consumer,Economy,Office Supplies,Art,"Boston Pencil Sharpener, Easy-Erase",0,60,10,2,TRUE
AZ-2013-28182,2013-08-09,Kiara Allen,Spain,Madrid,Coslada,South,Consumer,Economy,Technology,Machines,"Okidata Card Printer, White",0.1,470,125,3,TRUE
AZ-2013-2011529,2013-08-11,Patricia Smith,Spain,Madrid,Alcobendas,South,Corporate,Economy Plus,Office Supplies,Binders,"Ibico Hole Reinforcements, Economy",0,21,10,3,FALSE
AZ-2013-2011529,2013-08-11,Patricia Smith,Spain,Madrid,Alcobendas,South,Corporate,Economy Plus,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Clear",0,110,31,4,TRUE
AZ-2013-2011529,2013-08-11,Patricia Smith,Spain,Madrid,Alcobendas,South,Corporate,Economy Plus,Office Supplies,Binders,"Wilson Jones Binder Covers, Durable",0,25,12,2,FALSE
AZ-2013-2011529,2013-08-11,Patricia Smith,Spain,Madrid,Alcobendas,South,Corporate,Economy Plus,Office Supplies,Storage,"Smead Trays, Industrial",0.1,88,22,2,TRUE
BN-2013-4445925,2013-08-12,Yasmin Bradley,Sweden,Stockholm,Stockholm,North,Consumer,Immediate,Office Supplies,Storage,"Rogers Box, Blue",0.5,24,-23,2,FALSE
AZ-2013-5637094,2013-08-12,Lilly Le Grand,United Kingdom,England,Burnley,North,Home Office,Economy Plus,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent",0,187,88,4,TRUE
AZ-2013-5937615,2013-08-12,Eleanor Doyle,United Kingdom,Wales,Cardiff,North,Consumer,Economy,Office Supplies,Fasteners,"Stockwell Clamps, Assorted Sizes",0,50,19,3,FALSE
AZ-2013-5937615,2013-08-12,Eleanor Doyle,United Kingdom,Wales,Cardiff,North,Consumer,Economy,Office Supplies,Storage,"Fellowes Folders, Blue",0,53,26,2,FALSE
AZ-2013-8369315,2013-08-12,Kian Sykes,Spain,Madrid,Madrid,South,Consumer,Economy,Office Supplies,Labels,"Hon Color Coded Labels, Alphabetical",0,38,1,3,FALSE
AZ-2013-7130503,2013-08-14,George Dawson,United Kingdom,England,Swindon,North,Home Office,Economy,Office Supplies,Paper,"Eaton Computer Printout Paper, Multicolor",0,56,8,2,FALSE
AZ-2013-7130503,2013-08-14,George Dawson,United Kingdom,England,Swindon,North,Home Office,Economy,Office Supplies,Paper,"Green Bar Memo Slips, 8.5 x 11",0,63,31,3,TRUE
AZ-2013-2482135,2013-08-16,Rachel Morton,United Kingdom,England,Newcastle upon Tyne,North,Corporate,Economy,Furniture,Furnishings,"Advantus Frame, Black",0.3,233,-33,3,FALSE
BN-2013-8844888,2013-08-16,Louis Scott,Spain,Castile and Leon,Valladolid,South,Corporate,Economy Plus,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red",0.2,1107,-263,3,FALSE
AZ-2013-4935792,2013-08-16,Scott Higgins,Spain,Galicia,Santiago de Compostela,South,Home Office,Economy,Furniture,Bookcases,"Sauder Corner Shelving, Pine",0,1041,208,7,FALSE
AZ-2013-4935792,2013-08-16,Scott Higgins,Spain,Galicia,Santiago de Compostela,South,Home Office,Economy,Furniture,Chairs,"Office Star Bag Chairs, Set of Two",0.2,92,-17,2,FALSE
AZ-2013-2482135,2013-08-16,Rachel Morton,United Kingdom,England,Newcastle upon Tyne,North,Corporate,Economy,Technology,Accessories,"Logitech Flash Drive, Programmable",0,256,120,8,FALSE
AZ-2013-2248449,2013-08-16,Isaac David,United Kingdom,England,Nottingham,North,Corporate,Economy,Furniture,Bookcases,"Safco Floating Shelf Set, Mobile",0,797,96,4,TRUE
